,utterance,intent
9789,What's the genre and category of The Quest for the BIG KEY? ,ReqGameInfo
9790,What's the genre and category of Pixel Traffic: Highway Racing? ,ReqGameInfo
9791,What's the genre and category of 在末日前夕等待放晴? ,ReqGameInfo
9792,What's the genre and category of Mahsung Deluxe? ,ReqGameInfo
9793,What's the genre and category of The Walsingham Files - Chapter 1? ,ReqGameInfo
9794,What's the genre and category of Tales of Berseria™? ,ReqGameInfo
9795,What's the genre and category of Who's That Flying?!? ,ReqGameInfo
9796,What's the genre and category of The Princess' Heart? ,ReqGameInfo
9797,What's the genre and category of Dinosaur Safari VR? ,ReqGameInfo
9798,Can you provide the release date and publisher of Shadow Blade: Reload? ,ReqGameInfo
9799,Can you provide the release date and publisher of Call Me Skyfish? ,ReqGameInfo
9800,Can you provide the release date and publisher of Samurai Gunn? ,ReqGameInfo
9801,Can you provide the release date and publisher of Don't Knock Twice? ,ReqGameInfo
9802,Can you provide the release date and publisher of Space Captain McCallery - Episode 2: Pilgrims in Purple Moss? ,ReqGameInfo
9803,Can you provide the release date and publisher of LQVE: Lion Quest Versus Expanded? ,ReqGameInfo
9804,Can you provide the release date and publisher of Dungeon Rustlers? ,ReqGameInfo
9805,Can you provide the release date and publisher of Valiant: Resurrection? ,ReqGameInfo
9806,Can you provide the release date and publisher of Color Path? ,ReqGameInfo
9807,Can you provide the release date and publisher of Digger Online? ,ReqGameInfo
9808,I'm curious about the game tags and genre of Paperbound. ,ReqGameInfo
9809,I'm curious about the game tags and genre of Zombie Exodus. ,ReqGameInfo
9810,I'm curious about the game tags and genre of Juno's Darkest Hour. ,ReqGameInfo
9811,I'm curious about the game tags and genre of Tyler. ,ReqGameInfo
9812,I'm curious about the game tags and genre of The Fruit of Grisaia. ,ReqGameInfo
9813,I'm curious about the game tags and genre of Teddy Floppy Ear - Mountain Adventure. ,ReqGameInfo
9814,I'm curious about the game tags and genre of No Stick Shooter. ,ReqGameInfo
9815,I'm curious about the game tags and genre of The Dropping of The Dead. ,ReqGameInfo
9816,I'm curious about the game tags and genre of Dark and Bright. ,ReqGameInfo
9817,I'm curious about the game tags and genre of Torsion. ,ReqGameInfo
9818,Who developed Virtual SlotCars? ,ReqGameInfo
9819,Who developed Rollers of the Realm? ,ReqGameInfo
9820,Who developed Hostile User Interface? ,ReqGameInfo
9821,Who developed Wet Warfare? ,ReqGameInfo
9822,Who developed Quatros Origins? ,ReqGameInfo
9823,Who developed Steel Rain? ,ReqGameInfo
9824,Who developed The Doorbreaker? ,ReqGameInfo
9825,Who developed Goblins of Elderstone? ,ReqGameInfo
9826,Who developed Naughty study for exams with a ghost? ,ReqGameInfo
9827,Who developed Exoplanet: First Contact? ,ReqGameInfo
9828,What's the publisher of Nation Red? ,ReqGameInfo
9829,What's the publisher of PARKAN: THE IMPERIAL CHRONICLES? ,ReqGameInfo
9830,What's the publisher of Waifu Hunter - Episode 1 : The Runaway Samurai? ,ReqGameInfo
9831,What's the publisher of Stardust Galaxy Warriors: Stellar Climax? ,ReqGameInfo
9832,What's the publisher of RHEM I SE: The Mysterious Land? ,ReqGameInfo
9833,What's the publisher of Interstellar Marines? ,ReqGameInfo
9834,What's the publisher of MeatPossible: Chapter 1.5? ,ReqGameInfo
9835,What's the publisher of 世阳教你学防灾Shiyang teaches you to learn disaster prevention? ,ReqGameInfo
9836,What's the publisher of Walking Heavy? ,ReqGameInfo
9837,What's the publisher of Sin Castle? ,ReqGameInfo
9838,What's the genre of Continuous Girl? ,ReqGameInfo
9839,What's the genre of The Epic Bang Theory? ,ReqGameInfo
9840,What's the genre of VINDICTA? ,ReqGameInfo
9841,What's the genre of Tank Royale? ,ReqGameInfo
9842,What's the genre of Three Kingdoms: The Last Warlord | 三国志:汉末霸业? ,ReqGameInfo
9843,What's the genre of Jagged Alliance Flashback? ,ReqGameInfo
9844,What's the genre of Moonbase 332? ,ReqGameInfo
9845,What's the genre of Meet the Miner - WDR VR Bergwerk? ,ReqGameInfo
9846,What's the genre of Defend Your Castle? ,ReqGameInfo
9847,What's the genre of The Puzzle Room VR ? ,ReqGameInfo
9848,"Could you tell me the game tags for Angel and Devil,ninja,sushi,tempura,panda and the statue of liverty? ",ReqGameInfo
9849,Could you tell me the game tags for Werewolf Life? ,ReqGameInfo
9850,Could you tell me the game tags for Love Bites? ,ReqGameInfo
9851,Could you tell me the game tags for Next Up Hero? ,ReqGameInfo
9852,Could you tell me the game tags for Discovr™ Egypt: King Tut's Tomb? ,ReqGameInfo
9853,Could you tell me the game tags for Pharmakon? ,ReqGameInfo
9854,Could you tell me the game tags for Sally's Salon: Kiss & Make-Up? ,ReqGameInfo
9855,Could you tell me the game tags for Bounders and Cads? ,ReqGameInfo
9856,Could you tell me the game tags for Goblins and Grottos? ,ReqGameInfo
9857,Could you tell me the game tags for Final Theosis? ,ReqGameInfo
9858,What's the release date and genre of The Unreal Journey of Mongol? ,ReqGameInfo
9859,What's the release date and genre of Year Walk? ,ReqGameInfo
9860,What's the release date and genre of Over The Void? ,ReqGameInfo
9861,What's the release date and genre of SINISTRY SILINIUM? ,ReqGameInfo
9862,What's the release date and genre of Good Robot? ,ReqGameInfo
9863,What's the release date and genre of Drunken Wrestlers 2? ,ReqGameInfo
9864,What's the release date and genre of Community Inc? ,ReqGameInfo
9865,What's the release date and genre of Road Patrol Truck? ,ReqGameInfo
9866,What's the release date and genre of EX0: Dark Moon? ,ReqGameInfo
9867,What's the release date and genre of Strid? ,ReqGameInfo
9868,"When did Exile to Death come out, and who's the developer? ",ReqGameInfo
9869,"When did Mystery Riddles come out, and who's the developer? ",ReqGameInfo
9870,"When did Rise of the Triad: Dark War come out, and who's the developer? ",ReqGameInfo
9871,"When did Raptor Valley come out, and who's the developer? ",ReqGameInfo
9872,"When did EMERGENCY 20 come out, and who's the developer? ",ReqGameInfo
9873,"When did Raining Coins come out, and who's the developer? ",ReqGameInfo
9874,"When did Downtown Casino Poker Leagues : Texas Hold'em Poker Tournaments come out, and who's the developer? ",ReqGameInfo
9875,"When did 螢幕判官 Behind the Screen come out, and who's the developer? ",ReqGameInfo
9876,"When did Crystal Story II come out, and who's the developer? ",ReqGameInfo
9877,"When did Awkward come out, and who's the developer? ",ReqGameInfo
9878,What's the category and developer of Hex Gambit? ,ReqGameInfo
9879,What's the category and developer of Aliens In The Yard? ,ReqGameInfo
9880,What's the category and developer of Space Ace? ,ReqGameInfo
9881,What's the category and developer of Tetrobot and Co.? ,ReqGameInfo
9882,What's the category and developer of The Jackbox Party Pack 4? ,ReqGameInfo
9883,What's the category and developer of Big Crown®: Showdown? ,ReqGameInfo
9884,What's the category and developer of The Ultimate Trivia Challenge? ,ReqGameInfo
9885,What's the category and developer of Pixel Ripped 1989? ,ReqGameInfo
9886,What's the category and developer of Endless Road? ,ReqGameInfo
9887,What's the category and developer of ШП - ShP? ,ReqGameInfo
9888,"yo, can I cop that new Pesadelo - Regressão fam?",BuyGame
9889,"yo, can I cop that new Master Pyrox Wizard Smackdown fam?",BuyGame
9890,"yo, can I cop that new Nogibator: Way Of Legs fam?",BuyGame
9891,"yo, can I cop that new Road of Destiny fam?",BuyGame
9892,"yo, can I cop that new Fishing Maniacs (TD) fam?",BuyGame
9893,"yo, can I cop that new Grove flowers fam?",BuyGame
9894,"yo, can I cop that new Gone Home fam?",BuyGame
9895,"yo, can I cop that new Skelly Selest fam?",BuyGame
9896,"yo, can I cop that new Among Us fam?",BuyGame
9897,"yo, can I cop that new Dungeon Gambit Boy fam?",BuyGame
9898,"hey, I'm looking to snag Undead Blackout. Got it in stock?",BuyGame
9899,"hey, I'm looking to snag Hogs of War. Got it in stock?",BuyGame
9900,"hey, I'm looking to snag Switch - Black & White. Got it in stock?",BuyGame
9901,"hey, I'm looking to snag Analistica Academy. Got it in stock?",BuyGame
9902,"hey, I'm looking to snag Agricultural Simulator 2012: Deluxe Edition. Got it in stock?",BuyGame
9903,"hey, I'm looking to snag Apperception. Got it in stock?",BuyGame
9904,"hey, I'm looking to snag Forward Line. Got it in stock?",BuyGame
9905,"hey, I'm looking to snag The Journey to Fairytales. Got it in stock?",BuyGame
9906,"hey, I'm looking to snag Aegis of Earth: Protonovus Assault. Got it in stock?",BuyGame
9907,"hey, I'm looking to snag Outsider Strategist～異世界で軍師になる～. Got it in stock?",BuyGame
9908,"Sup, I'm interested in buying Tactic Code. Do you have it?",BuyGame
9909,"Sup, I'm interested in buying ""BUTTS: The VR Experience"". Do you have it?",BuyGame
9910,"Sup, I'm interested in buying Small Sister. Do you have it?",BuyGame
9911,"Sup, I'm interested in buying Blades of Time. Do you have it?",BuyGame
9912,"Sup, I'm interested in buying Septic Savages. Do you have it?",BuyGame
9913,"Sup, I'm interested in buying The ""Quiet, Please!"" Collection. Do you have it?",BuyGame
9914,"Sup, I'm interested in buying Ahnayro: The Dream World. Do you have it?",BuyGame
9915,"Sup, I'm interested in buying After Life - Story of a Father. Do you have it?",BuyGame
9916,"Sup, I'm interested in buying Call of Duty®: WWII. Do you have it?",BuyGame
9917,"Sup, I'm interested in buying DinerTown Detective Agency™. Do you have it?",BuyGame
9918,"Hey, I wanna grab Midnight Carnival, you got it?",BuyGame
9919,"Hey, I wanna grab Dead Reckoning: Silvermoon Isle Collector's Edition, you got it?",BuyGame
9920,"Hey, I wanna grab Fast Dust, you got it?",BuyGame
9921,"Hey, I wanna grab Robots 2 Unknown World, you got it?",BuyGame
9922,"Hey, I wanna grab FORCED SHOWDOWN, you got it?",BuyGame
9923,"Hey, I wanna grab KOEWOTAYORINI / 声之寄托, you got it?",BuyGame
9924,"Hey, I wanna grab Doodle Farm, you got it?",BuyGame
9925,"Hey, I wanna grab OneShot, you got it?",BuyGame
9926,"Hey, I wanna grab BreakHack, you got it?",BuyGame
9927,"Hey, I wanna grab Key Of Impasse, you got it?",BuyGame
9928,"Hey there, could I get Herding Dog please?",BuyGame
9929,"Hey there, could I get Ikaruga please?",BuyGame
9930,"Hey there, could I get Exterminator please?",BuyGame
9931,"Hey there, could I get Nova Wing III please?",BuyGame
9932,"Hey there, could I get Flat Trip please?",BuyGame
9933,"Hey there, could I get Songs2See please?",BuyGame
9934,"Hey there, could I get Desire please?",BuyGame
9935,"Hey there, could I get Autobahn Police Simulator please?",BuyGame
9936,"Hey there, could I get Toki Tori please?",BuyGame
9937,"Hey there, could I get FreeFlight please?",BuyGame
9938,"Hi, do you happen to have Graveyard Smash available for purchase?",BuyGame
9939,"Hi, do you happen to have PowBall Renaissance available for purchase?",BuyGame
9940,"Hi, do you happen to have R.I.C.A available for purchase?",BuyGame
9941,"Hi, do you happen to have Dead by Death available for purchase?",BuyGame
9942,"Hi, do you happen to have STARSHIP AVENGER Operation: Take Back Earth/スターシップアベンジャー 地球奪還大作戦 available for purchase?",BuyGame
9943,"Hi, do you happen to have Teria available for purchase?",BuyGame
9944,"Hi, do you happen to have A Stroke of Fate: Operation Bunker available for purchase?",BuyGame
9945,"Hi, do you happen to have Kingdom Rush Frontiers available for purchase?",BuyGame
9946,"Hi, do you happen to have Death and the Fly available for purchase?",BuyGame
9947,"Hi, do you happen to have Adorables available for purchase?",BuyGame
9948,"Hey, looking to buy Fire With Fire Tower Attack and Defense. Can you hook me up?",BuyGame
9949,"Hey, looking to buy Nancy Drew®: Ransom of the Seven Ships. Can you hook me up?",BuyGame
9950,"Hey, looking to buy STICKMAN BLAST. Can you hook me up?",BuyGame
9951,"Hey, looking to buy Eagle Flight. Can you hook me up?",BuyGame
9952,"Hey, looking to buy Polywings. Can you hook me up?",BuyGame
9953,"Hey, looking to buy Overcast - Walden and the Werewolf. Can you hook me up?",BuyGame
9954,"Hey, looking to buy Skyscraper Simulator. Can you hook me up?",BuyGame
9955,"Hey, looking to buy Dungeon Siege. Can you hook me up?",BuyGame
9956,"Hey, looking to buy Digby Extreme. Can you hook me up?",BuyGame
9957,"Hey, looking to buy Zombie Gotchi. Can you hook me up?",BuyGame
9958,"Yo, I'm tryna get Dark Eden Origin. You got it in stock?",BuyGame
9959,"Yo, I'm tryna get Xeodrifter™. You got it in stock?",BuyGame
9960,"Yo, I'm tryna get Bot Battles. You got it in stock?",BuyGame
9961,"Yo, I'm tryna get An Aspie Life. You got it in stock?",BuyGame
9962,"Yo, I'm tryna get CTHON. You got it in stock?",BuyGame
9963,"Yo, I'm tryna get NOBUNAGA’S AMBITION: Ranseiki with Power Up Kit / 信長の野望・嵐世記 with パワーアップキット. You got it in stock?",BuyGame
9964,"Yo, I'm tryna get Resfort. You got it in stock?",BuyGame
9965,"Yo, I'm tryna get Remaya Idle. You got it in stock?",BuyGame
9966,"Yo, I'm tryna get Carrie's Order Up!. You got it in stock?",BuyGame
9967,"Yo, I'm tryna get G-Ball. You got it in stock?",BuyGame
9968,"Hello, interested in getting Spooky's Jump Scare Mansion: HD Renovation. Is it available?",BuyGame
9969,"Hello, interested in getting Albion Online. Is it available?",BuyGame
9970,"Hello, interested in getting Void & Nothingness. Is it available?",BuyGame
9971,"Hello, interested in getting Nightingale Downs. Is it available?",BuyGame
9972,"Hello, interested in getting CrisisActionVR. Is it available?",BuyGame
9973,"Hello, interested in getting CPUCores :: Maximize Your FPS. Is it available?",BuyGame
9974,"Hello, interested in getting Hyper Light Drifter. Is it available?",BuyGame
9975,"Hello, interested in getting Dispersio. Is it available?",BuyGame
9976,"Hello, interested in getting Tropical Girls VR. Is it available?",BuyGame
9977,"Hello, interested in getting Super Bomberman R. Is it available?",BuyGame
9978,"Hey, can I buy Endless Winter? Need it ASAP.",BuyGame
9979,"Hey, can I buy Potemkin? Need it ASAP.",BuyGame
9980,"Hey, can I buy Ironclad Tactics? Need it ASAP.",BuyGame
9981,"Hey, can I buy Guacamelee! Super Turbo Championship Edition? Need it ASAP.",BuyGame
9982,"Hey, can I buy Blueprint? Need it ASAP.",BuyGame
9983,"Hey, can I buy Galactic Bulwark Strike? Need it ASAP.",BuyGame
9984,"Hey, can I buy Mosaic: Game of Gods II? Need it ASAP.",BuyGame
9985,"Hey, can I buy KByte? Need it ASAP.",BuyGame
9986,"Hey, can I buy Flip? Need it ASAP.",BuyGame
9987,"Hey, can I buy FLASHOUT 2? Need it ASAP.",BuyGame
9988,"Sup, looking to purchase TrainerVR. You got it?",BuyGame
9989,"Sup, looking to purchase LILT. You got it?",BuyGame
9990,"Sup, looking to purchase Blood of the Werewolf. You got it?",BuyGame
9991,"Sup, looking to purchase Guardian of The Demon Valley. You got it?",BuyGame
9992,"Sup, looking to purchase Mars or Die!. You got it?",BuyGame
9993,"Sup, looking to purchase Alice in Wonderland - Hidden Objects. You got it?",BuyGame
9994,"Sup, looking to purchase Heavy Blade. You got it?",BuyGame
9995,"Sup, looking to purchase The Old Tree. You got it?",BuyGame
9996,"Sup, looking to purchase Anime Girls VR. You got it?",BuyGame
9997,"Sup, looking to purchase Zhulik.exe. You got it?",BuyGame
9998,"Hey, I want President for a Day - Floodings, got any left?",BuyGame
9999,"Hey, I want Leisure Suit Larry 2 Looking For Love (In Several Wrong Places), got any left?",BuyGame
